Epoch,Iteration,Train Loss,Train Accuracy,Validation Loss,Validation Accuracy
50,14000,1.574364,0.97,1.630996,0.79
50,16000,1.573586,0.96,1.632631,0.78
50,18000,1.576564,0.96,1.651861,0.74
50,20000,1.573779,0.99,1.658561,0.72
50,22000,1.578668,0.97,1.647206,0.74
51,0,1.593422,0.93,1.643544,0.8
51,2000,1.591163,0.92,1.643599,0.8
51,4000,1.589755,0.93,1.652651,0.72
51,6000,1.574008,0.98,1.648635,0.73
51,8000,1.58426,0.96,1.664061,0.72
51,10000,1.582896,0.94,1.647244,0.73
51,12000,1.579062,0.97,1.634509,0.8
51,14000,1.58468,0.95,1.642903,0.75
51,16000,1.578007,0.97,1.642966,0.77
51,18000,1.581477,0.95,1.650753,0.73
51,20000,1.569196,1.0,1.650495,0.72
51,22000,1.570922,0.99,1.664789,0.73
52,0,1.582212,0.97,1.657292,0.75
52,2000,1.596572,0.93,1.638368,0.75
52,4000,1.589454,0.95,1.656335,0.71
52,6000,1.594946,0.91,1.650922,0.78
52,8000,1.61317,0.89,1.660706,0.75
52,10000,1.581521,0.97,1.64621,0.74
52,12000,1.580366,0.97,1.638926,0.78
52,14000,1.577363,0.96,1.644253,0.76
52,16000,1.57959,0.98,1.647262,0.77
52,18000,1.578853,0.97,1.663396,0.74
52,20000,1.577747,0.98,1.65624,0.75
52,22000,1.576391,0.96,1.660951,0.69
53,0,1.586879,0.96,1.65682,0.72
53,2000,1.595556,0.93,1.651263,0.78
53,4000,1.594316,0.92,1.64569,0.76
53,6000,1.583699,0.96,1.645335,0.75
53,8000,1.615862,0.91,1.667906,0.78
53,10000,1.574013,0.98,1.657684,0.72
53,12000,1.587922,0.93,1.646406,0.76
53,14000,1.571776,0.98,1.635643,0.76
53,16000,1.581301,0.97,1.635072,0.79
53,18000,1.588029,0.96,1.655684,0.73
53,20000,1.570537,1.0,1.649539,0.73
53,22000,1.578178,0.98,1.650684,0.73
54,0,1.584713,0.97,1.672716,0.69
54,2000,1.581953,0.97,1.652045,0.74
54,4000,1.593668,0.93,1.670972,0.67
54,6000,1.586328,0.94,1.66526,0.72
54,8000,1.596086,0.93,1.693536,0.7
54,10000,1.599039,0.91,1.657213,0.71
54,12000,1.586738,0.94,1.65316,0.73
54,14000,1.575167,0.99,1.643888,0.78
54,16000,1.570068,1.0,1.649362,0.73
54,18000,1.581729,0.99,1.691666,0.72
54,20000,1.578123,0.97,1.648015,0.71
54,22000,1.573862,0.98,1.645145,0.73
55,0,1.594942,0.94,1.649352,0.73
55,2000,1.580928,0.97,1.64338,0.78
55,4000,1.583524,0.97,1.647358,0.75
55,6000,1.57963,0.96,1.645052,0.74
55,8000,1.589767,0.93,1.653149,0.75
55,10000,1.585328,0.93,1.666365,0.71
55,12000,1.581733,0.98,1.671194,0.72
55,14000,1.572884,0.99,1.646951,0.76
55,16000,1.571192,0.99,1.649852,0.76
55,18000,1.572576,0.96,1.683813,0.69
55,20000,1.579283,0.99,1.666999,0.67
55,22000,1.574309,0.99,1.657487,0.72
56,0,1.587366,0.96,1.648913,0.73
56,2000,1.602674,0.93,1.653129,0.73
56,4000,1.58382,0.96,1.651824,0.74
56,6000,1.571953,0.98,1.644764,0.76
56,8000,1.581599,0.96,1.64498,0.77
56,10000,1.572155,0.99,1.655311,0.67
56,12000,1.588968,0.94,1.693716,0.69
56,14000,1.576769,0.96,1.65357,0.72
56,16000,1.572035,0.99,1.640922,0.8
56,18000,1.57487,0.97,1.659638,0.74
56,20000,1.575264,0.98,1.688098,0.64
56,22000,1.575195,0.97,1.669676,0.75
57,0,1.588651,0.96,1.656712,0.74
57,2000,1.589758,0.92,1.653976,0.73
57,4000,1.580113,0.98,1.651458,0.73
57,6000,1.579494,0.98,1.649019,0.75
57,8000,1.584241,0.95,1.652381,0.74
57,10000,1.573699,0.98,1.645997,0.79
57,12000,1.580121,0.96,1.661958,0.68
57,14000,1.579689,0.96,1.662825,0.68
57,16000,1.574658,0.96,1.647825,0.76
57,18000,1.572057,0.97,1.662326,0.77
57,20000,1.566999,1.0,1.680367,0.66
57,22000,1.570925,0.98,1.663827,0.79
58,0,1.590078,0.96,1.658967,0.72
58,2000,1.580891,0.98,1.661394,0.71
58,4000,1.586284,0.93,1.664002,0.71
58,6000,1.577122,0.97,1.658003,0.75
58,8000,1.580686,0.96,1.651508,0.77
58,10000,1.571802,0.99,1.64772,0.74
58,12000,1.58297,0.95,1.633541,0.81
58,14000,1.57773,0.95,1.668648,0.72
58,16000,1.577773,0.96,1.656895,0.73
58,18000,1.567556,1.0,1.669755,0.72
58,20000,1.566595,1.0,1.664135,0.74
58,22000,1.581639,0.96,1.664981,0.73
59,0,1.582799,0.96,1.656953,0.72
59,2000,1.578855,0.97,1.641457,0.77
59,4000,1.58247,0.97,1.650327,0.7
59,6000,1.581329,0.95,1.64281,0.78
59,8000,1.586991,0.93,1.644887,0.76
59,10000,1.573152,1.0,1.65533,0.71
59,12000,1.58391,0.94,1.657943,0.7
59,14000,1.576804,0.97,1.638771,0.77
59,16000,1.57312,0.98,1.661934,0.74
59,18000,1.568728,1.0,1.669816,0.72
59,20000,1.568161,1.0,1.657994,0.72
59,22000,1.578193,0.98,1.66141,0.76
